SourceFile,Aperture,ApertureValue,APP14Flags0,APP14Flags1,ApplicationRecordVersion,Artist,AToB0,AToB1,AToB2,BitsPerSample,BlueMatrixColumn,BlueTRC,By-line,By-lineTitle,ChromaticAdaptation,ChromaticityChannel1,ChromaticityChannel2,ChromaticityChannel3,ChromaticityChannels,ChromaticityColorant,CMMFlags,CodedCharacterSet,ColorComponents,ColorSpace,ColorSpaceData,ColorTransform,ComponentsConfiguration,CompressedBitsPerPixel,ConnectionSpaceIlluminant,Contrast,Copyright,CopyrightNotice,CreateDate,Credit,CurrentIPTCDigest,DateCreated,DateTimeCreated,DateTimeOriginal,DCTEncodeVersion,DeviceAttributes,DeviceManufacturer,DeviceMfgDesc,DeviceModel,DeviceModelDesc,DigitalCreationDate,DigitalZoomRatio,Directory,DocumentNotes,EncodingProcess,EnvelopeRecordVersion,ExifByteOrder,ExifToolVersion,ExifVersion,ExposureCompensation,ExposureMode,ExposureProgram,ExposureTime,FileAccessDate,FileInodeChangeDate,FileModifyDate,FileName,FilePermissions,FileSize,FileType,FileTypeExtension,Flash,FlashpixVersion,FocalLength,FocalLength35efl,GainControl,GPSAltitude,GPSAltitudeRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSPosition,GPSVersionID,GreenMatrixColumn,GreenTRC,ImageHeight,ImageSize,ImageWidth,ISO,JFIFVersion,Keywords,LensModel,LensSerialNumber,LightSource,LightValue,Luminance,Make,MakeAndModel,MeasurementBacking,MeasurementFlare,MeasurementGeometry,MeasurementIlluminant,MeasurementObserver,MediaBlackPoint,MediaWhitePoint,Megapixels,MeteringMode,MIMEType,Model,ModifyDate,NativeDisplayInfo,PrimaryPlatform,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileDescriptionML,ProfileDescriptionML-da-DK,ProfileDescriptionML-de-DE,ProfileDescriptionML-es-ES,ProfileDescriptionML-fi-FI,ProfileDescriptionML-fr-FU,ProfileDescriptionML-it-IT,ProfileDescriptionML-ja-JP,ProfileDescriptionML-ko-KR,ProfileDescriptionML-nl-NL,ProfileDescriptionML-no-NO,ProfileDescriptionML-pt-BR,ProfileDescriptionML-sv-SE,ProfileDescriptionML-zh-CN,ProfileDescriptionML-zh-TW,ProfileFileSignature,ProfileID,ProfileVersion,RedMatrixColumn,RedTRC,RenderingIntent,ResolutionUnit,Saturation,SceneCaptureType,SensingMethod,SerialNumber,Sharpness,ShutterSpeed,Software,SubjectDistance,SubjectDistanceRange,SubSecCreateDate,SubSecDateTimeOriginal,SubSecModifyDate,SubSecTime,SubSecTimeDigitized,SubSecTimeOriginal,Technology,TimeCreated,UserComment,VideoCardGamma,ViewingCondDesc,ViewingCondIlluminant,ViewingCondIlluminantType,ViewingCondSurround,Warning,WhiteBalance,XResolution,YCbCrPositioning,YCbCrSubSampling,YResolution
data/images/untagged/flickr/5791800582.jpg,,,[14],(none),4,,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,,,,,01476bc7baa46e319b7240d3e79d510c,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/CnF7W%2BZQkqIRooHWcp2JO3esbvE8XodGqrtnqSfhhJ0%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:52+01:00,2022:02:07 13:37:30+01:00,5791800582.jpg,rw-rw-r--,56 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",727,1024x727,1024,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.744,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Media-Relative Colorimetric,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/38687333890.jpg,,,"[14], Encoded with Blend=1 downsampling",(none),4,,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,,,,,889123134f7ecfc1c56297637871eeb9,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/JE5prRzQMXN5ecClbttWoZxfG4APjmppFlnJ5Xj8DMU%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:30:10+01:00,38687333890.jpg,rw-rw-r--,68 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",576,1024x576,1024,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.590,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/33237755728.jpg,,,"[14], Encoded with Blend=1 downsampling",(none),4,,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,,,,,7fbf4e4c634c3fe20d2e153902db188a,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/fxW0R6fTKWjmoOi0QVRdq0gQKYeAqVu16NubuEEtrPw%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:28:10+01:00,33237755728.jpg,rw-rw-r--,391 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",1024,759x1024,759,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.777,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/32662453693.jpg,,,"[14], Encoded with Blend=1 downsampling",(none),4,,,,,8,0.14919 0.06322 0.74457,"(Binary data 14 bytes, use -b option to extract)",,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,,,,,bcb71fdbec5368aead6b73040dd222dc,,,,100,"Reflective, Glossy, Positive, Color",none,,,,,,data/images/untagged/flickr,https://flickr.com/e/5wozrb9JdKxBJgleVdcje1oN2dkHvVLM%2B8OHyEp9sls%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:27:52+01:00,32662453693.jpg,rw-rw-r--,104 kB,JPEG,jpg,,,,,,,,,,,,,,0.20528 0.62567 0.06087,"(Binary data 14 bytes, use -b option to extract)",683,1024x683,1024,,1.02,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.699,,image/jpeg,,,,Apple Computer Inc.,Display Device Profile,Adobe Systems Inc.,"XYZ ",Copyright 1999 Adobe Systems Incorporated,Adobe Systems Inc.,1999:06:03 00:00:00,Adobe RGB (1998),,,,,,,,,,,,,,,,acsp,0,2.1.0,0.60974 0.31111 0.01947,"(Binary data 14 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/35271040551.jpg,,,"[14], Encoded with Blend=1 downsampling",(none),4,Jon Lowes,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",Jon Lowes,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,Jon Lowes,Jon Lowes,,,7cfdaba713b5279473e5def4ced325b9,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/t7Y1E%2BWlZX1B7Yz6me0zXx5TU2vcN%2FQ%2Fj6FLFpRbGTg%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:28:58+01:00,35271040551.jpg,rw-rw-r--,84 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",731,1023x731,1023,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.748,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/8251020963.jpg,,,[14],(none),4,Richard Kendall,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",Richard Kendall,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,Richard Kendall,Richard Kendall,,,030a01fde3015c66adf49d519d2bbf95,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/PpFFBYd83M3k%2BAnlrOgm8Hj0rMENI1tsSUHfuCL5Ano%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:52+01:00,2022:02:07 13:41:04+01:00,8251020963.jpg,rw-rw-r--,69 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",683,1024x683,1024,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.699,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/2594307675.jpg,,,,,4,,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",,,,0.9642 1 0.82491,,,,,,125aba209ff4deaece4df6edb18f92d5,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/QcBvlyBWNtd55Njsl8lJvEMYukgyT49d7N%2FJWaFqwTk%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:52+01:00,2022:02:07 13:25:56+01:00,2594307675.jpg,rw-rw-r--,137 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",750,1000x750,1000,,,,,,,,76.03647 80 87.12462,,,0 0.00999 3e-05,0%,Unknown,Unknown (0),CIE 1931,0 0 0,0.95045 1 1.08905,0.750,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,,,YCbCr4:4:4 (1 1),
data/images/untagged/flickr/4622327152.jpg,,,,,4,,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",,,,0.9642 1 0.82491,,,,,,19d742e4b6e661b65ff61438d330dd18,,,,,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/KDDPEyjo7KF8KjFkDDIZLrdlBMPXcMoCwpySxasgB8Q%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:52+01:00,2022:02:07 13:32:20+01:00,4622327152.jpg,rw-rw-r--,66 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",824,1024x824,1024,,1.02,,,,,,76.03647 80 87.12462,,,0 0.00999 3e-05,0%,Unknown,Unknown (0),CIE 1931,0 0 0,0.95045 1 1.08905,0.844,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/40016422342.jpg,,,,,4,Dave Lenton,,,,8,0.14307 0.06062 0.71393,"(Binary data 2060 bytes, use -b option to extract)",,,1.04784 0.02289 -0.05019 0.02954 0.99051 -0.01706 -0.00923 0.01508 0.75172,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",,,,0.9642 1 0.82491,,© www.DaveL.photos,,,,4d0c5483dedc6d4f672b22238548e867,,,,,"Reflective, Glossy, Positive, Color","Canon, Inc. (Canon Development Americas, Inc.)",Canon Inc.,Z009,sRGB v1.31 (Canon),,,data/images/untagged/flickr,https://flickr.com/e/xW5OZrjJWNGwgX5GIXrs8h8yTGfYZ77mDfEpNyhRshE%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:30:54+01:00,40016422342.jpg,rw-rw-r--,67 kB,JPEG,jpg,,,,,,,,,,,,,,0.3851 0.71695 0.09708,"(Binary data 2060 bytes, use -b option to extract)",683,1024x683,1024,,1.02,,,,,,,,,,,,,,,0.9642 1 0.82491,0.699,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Unknown (UCCM),"XYZ ","Copyright (c) 2003, Canon Inc.  All rights reserved.","Canon, Inc. (Canon Development Americas, Inc.)",2003:04:04 00:00:00,sRGB v1.31 (Canon),,,,,,,,,,,,,,,,acsp,0,2.4.0,0.43604 0.22244 0.0139,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,,,,,,,1,,YCbCr4:2:2 (2 1),1
data/images/untagged/flickr/51293532493.jpg,,,"[14], Encoded with Blend=1 downsampling",(none),4,Lynn Griffiths,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",Lynn Griffiths,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,Lynn Griffiths,Lynn Griffiths,,,73b5acfbf5f638c1f05541985f79a5ca,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/d0SdwIM%2Bsy2GVY6gUN1rIG0WGKL1Jeq8A3Gsx497%2BHU%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:35:46+01:00,51293532493.jpg,rw-rw-r--,54 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",683,1024x683,1024,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.699,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/51230832271.jpg,,,,,4,Dave Lenton,,,,8,,,,,,,,,,,,UTF8,3,,,,,,,,© www.EGBE.info,,,,eb58ced8207a0b1bd375dc7436239ede,,,,,,,,,,,,data/images/untagged/flickr,https://flickr.com/e/4g4N4z9MOkVB56bf3iAxadxgotpAjBfHRItJmRUKbnI%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:35:40+01:00,51230832271.jpg,rw-rw-r--,50 kB,JPEG,jpg,,,,,,,,,,,,,,,,683,1024x683,1024,,1.02,,,,,,,,,,,,,,,,0.699,,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,,YCbCr4:2:0 (2 2),1
data/images/untagged/flickr/33345482975.jpg,,,[14],(none),4,STEPHEN COTTERELL PHOTOGRAPHY,,,,8,0.14919 0.06322 0.74457,"(Binary data 14 bytes, use -b option to extract)",STEPHEN COTTERELL PHOTOGRAPHY,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,STEPHEN COTTERELL PHOTOGRAPHY,STEPHEN COTTERELL PHOTOGRAPHY,,,944d938c8b7d235b802a9c2c92944ef3,,,,100,"Reflective, Glossy, Positive, Color",none,,,,,,data/images/untagged/flickr,https://flickr.com/e/NgTXBAuV3TS%2Bc228bS%2BFKDJqtU6vh4Sq4%2F%2FlD7mXTOQ%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:28:14+01:00,33345482975.jpg,rw-rw-r--,64 kB,JPEG,jpg,,,,,,,,,,,,,,0.20528 0.62567 0.06087,"(Binary data 14 bytes, use -b option to extract)",1024,819x1024,819,,1.02,,,,,,,,,,,,,,0 0 0,0.95045 1 1.08905,0.839,,image/jpeg,,,,Apple Computer Inc.,Display Device Profile,Adobe Systems Inc.,"XYZ ",Copyright 1999 Adobe Systems Incorporated,Adobe Systems Inc.,1999:06:03 00:00:00,Adobe RGB (1998),,,,,,,,,,,,,,,,acsp,0,2.1.0,0.60974 0.31111 0.01947,"(Binary data 14 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/3973557902.jpg,,,[14],(none),4,Darrell Jordan,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",Darrell Jordan,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,,,,,f1975b90ad303040df7c256336a19f45,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/QniZonYTeHDyR7f%2FHJqho7RgvRujEpf2wLkQyc9Peto%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:52+01:00,2022:02:07 13:30:32+01:00,3973557902.jpg,rw-rw-r--,54 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",635,1024x635,1024,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.650,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
data/images/untagged/flickr/36405256163.jpg,,,,,4,,,,,8,,,,,,,,,,,,UTF8,3,,,,,,,,,,,,cc517a073ab0e4dd460e9ed685751cec,,,,,,,,,,,,data/images/untagged/flickr,https://flickr.com/e/5jKJMQoafH3S1Zyt28goDygzAFgcv96Z4QsQkQ1cppA%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:29:26+01:00,36405256163.jpg,rw-rw-r--,42 kB,JPEG,jpg,,,,,,,,,,,,,,,,683,1024x683,1024,,1.02,,,,,,,,,,,,,,,,0.699,,image/jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,1,,YCbCr4:2:2 (2 1),1
data/images/untagged/flickr/33890083141.jpg,,,"[14], Encoded with Blend=1 downsampling",(none),4,Danny Cooper,,,,8,0.14307 0.06061 0.7141,"(Binary data 2060 bytes, use -b option to extract)",Danny Cooper,,,,,,,,"Not Embedded, Independent",UTF8,3,,"RGB ",YCbCr,,,0.9642 1 0.82491,,All rights reserved,All rights reserved,,,ae990329b0187b6bef90ee56f1715855,,,,100,"Reflective, Glossy, Positive, Color",Hewlett-Packard,IEC http://www.iec.ch,sRGB,IEC 61966-2.1 Default RGB colour space - sRGB,,,data/images/untagged/flickr,https://flickr.com/e/3IWEaLJQWVttteE7KZ1NnNF%2FS2LCzJcGRV0GZZ9P4ZE%3D,"Baseline DCT, Huffman coding",4,"Big-endian (Motorola, MM)",11.88,,,,,,2022:03:07 10:07:38+01:00,2022:02:11 14:56:53+01:00,2022:02:07 13:28:28+01:00,33890083141.jpg,rw-rw-r--,39 kB,JPEG,jpg,,,,,,,,,,,,,,0.38515 0.71687 0.09708,"(Binary data 2060 bytes, use -b option to extract)",683,1024x683,1024,,1.02,,,,,,76.03647 80 87.12462,,,0 0 0,0.999%,Unknown,D65,CIE 1931,0 0 0,0.95045 1 1.08905,0.699,,image/jpeg,,,,Microsoft Corporation,Display Device Profile,Linotronic,"XYZ ",Copyright (c) 1998 Hewlett-Packard Company,Hewlett-Packard,1998:02:09 06:49:00,sRGB IEC61966-2.1,,,,,,,,,,,,,,,,acsp,0,2.1.0,0.43607 0.22249 0.01392,"(Binary data 2060 bytes, use -b option to extract)",Perceptual,None,,,,,,,,,,,,,,,,Cathode Ray Tube Display,,,,Reference Viewing Condition in IEC61966-2.1,19.6445 20.3718 16.8089,D50,3.92889 4.07439 3.36179,,,1,,YCbCr4:4:4 (1 1),1
